capture.loc,year,fish,species,julian.day,F,M
6,1998,23,coho,196,11.5,11.5
6,1998,23,coho,197,11.5,11.5
6,1998,11,coho,198,5.5,5.5
6,1998,25,coho,199,12.5,12.5
6,1998,2,coho,200,1,1
6,1998,1,coho,202,0.5,0.5
6,1998,347,coho,208,173.5,173.5
6,1998,846,coho,209,423,423
6,1998,369,coho,211,184.5,184.5
6,1998,2077,coho,212,1038.5,1038.5
6,1998,1421,coho,213,710.5,710.5
6,1998,421,coho,215,210.5,210.5
6,1998,251,coho,218,125.5,125.5
6,1998,1441,coho,219,720.5,720.5
6,1998,2896,coho,220,1448,1448
6,1998,920,coho,222,460,460
6,1998,1480,coho,223,740,740
6,1998,1341,coho,224,670.5,670.5
6,1998,93,coho,225,46.5,46.5
6,1998,315,coho,226,157.5,157.5
6,1998,542,coho,227,271,271
6,1998,233,coho,229,116.5,116.5
6,1998,261,coho,230,130.5,130.5
6,1998,89,coho,231,44.5,44.5
6,1998,255,coho,233,127.5,127.5
6,1998,388,coho,234,194,194
6,1998,170,coho,236,85,85
6,1998,944,coho,237,472,472
6,1998,664,coho,238,332,332
6,1998,776,coho,239,388,388
6,1998,901,coho,240,450.5,450.5
6,1998,876,coho,241,438,438
6,1998,282,coho,243,141,141
6,1998,387,coho,244,193.5,193.5
6,1998,995,coho,245,497.5,497.5
6,1998,113,coho,247,56.5,56.5
6,1998,381,coho,248,190.5,190.5
6,1999,12,coho,211,6,6
6,1999,187,coho,214,93.5,93.5
6,1999,138,coho,217,69,69
6,1999,495,coho,218,247.5,247.5
6,1999,640,coho,221,320,320
6,1999,77,coho,224,38.5,38.5
6,1999,117,coho,224,58.5,58.5
6,1999,715,coho,225,357.5,357.5
6,1999,1,coho,225,0.5,0.5
6,1999,370,coho,228,185,185
6,1999,781,coho,228,390.5,390.5
6,1999,83,coho,231,41.5,41.5
6,1999,260,coho,231,130,130
6,1999,404,coho,232,202,202
6,1999,99,coho,232,49.5,49.5
6,1999,1319,coho,239,659.5,659.5
6,1999,19,coho,242,9.5,9.5
6,1999,19,coho,242,9.5,9.5
6,1999,217,coho,243,108.5,108.5
6,1999,117,coho,243,58.5,58.5
6,1999,1454,coho,245,727,727
6,1999,737,coho,245,368.5,368.5
6,2000,42,coho,206,21,21
6,2000,223,coho,207,111.5,111.5
6,2000,40,coho,209,20,20
6,2000,62,coho,213,31,31
6,2000,1155,coho,214,577.5,577.5
6,2000,607,coho,217,303.5,303.5
6,2000,5177,coho,218,2588.5,2588.5
6,2000,2214,coho,220,1107,1107
6,2000,326,coho,220,163,163
6,2000,238,coho,220,119,119
6,2000,3851,coho,221,1925.5,1925.5
6,2000,31,coho,221,15.5,15.5
6,2000,977,coho,222,488.5,488.5
6,2000,2172,coho,222,1086,1086
6,2000,727,coho,223,363.5,363.5
6,2000,16,coho,224,8,8
6,2000,2901,coho,224,1450.5,1450.5
6,2000,1351,coho,225,675.5,675.5
6,2000,62,coho,227,31,31
6,2000,224,coho,227,112,112
6,2000,931,coho,228,465.5,465.5
6,2000,595,coho,229,297.5,297.5
6,2000,166,coho,230,83,83
6,2000,1319,coho,231,659.5,659.5
6,2000,788,coho,232,394,394
6,2000,5,coho,232,2.5,2.5
6,2000,259,coho,234,129.5,129.5
6,2000,761,coho,235,380.5,380.5
6,2000,220,coho,237,110,110
6,2000,314,coho,238,157,157
6,2000,75,coho,239,37.5,37.5
6,2000,13,coho,241,6.5,6.5
6,2000,402,coho,242,201,201
6,2000,57,coho,243,28.5,28.5
6,2001,133,coho,208,66.5,66.5
6,2001,40,coho,211,20,20
6,2001,45,coho,214,22.5,22.5
6,2001,12,coho,218,6,6
6,2001,3398,coho,219,1699,1699
6,2001,717,coho,221,358.5,358.5
6,2001,310,coho,225,155,155
6,2001,1011,coho,226,505.5,505.5
6,2001,151,coho,228,75.5,75.5
6,2001,656,coho,229,328,328
6,2001,28,coho,229,14,14
6,2001,1117,coho,230,558.5,558.5
6,2001,1,coho,232,0.5,0.5
6,2001,567,coho,233,283.5,283.5
6,2001,302,coho,235,151,151
6,2001,3,coho,236,1.5,1.5
6,2001,593,coho,236,296.5,296.5
6,2001,1,coho,237,0.5,0.5
6,2001,223,coho,237,111.5,111.5
6,2001,311,coho,239,155.5,155.5
6,2002,6,coho,207,3,3
6,2002,5,coho,207,2.5,2.5
6,2002,10,coho,210,5,5
6,2002,60,coho,213,30,30
6,2002,147,coho,218,73.5,73.5
6,2002,136,coho,220,68,68
6,2002,424,coho,221,212,212
6,2002,66,coho,225,33,33
6,2002,32,coho,231,16,16
6,2002,61,coho,232,30.5,30.5
6,2003,122,coho,212,61,61
6,2003,2,coho,212,1,1
6,2003,283,coho,216,141.5,141.5
6,2003,348,coho,219,174,174
6,2003,468,coho,221,234,234
6,2003,70,coho,223,35,35
6,2003,356,coho,225,178,178
6,2003,155,coho,226,77.5,77.5
6,2003,264,coho,230,132,132
6,2003,244,coho,233,122,122
6,2003,387,coho,235,193.5,193.5
6,2003,14,coho,237,7,7
6,2003,429,coho,240,214.5,214.5
6,2003,294,coho,242,147,147
6,2003,85,coho,244,42.5,42.5
6,2003,308,coho,245,154,154
6,2003,144,coho,247,72,72
6,2003,226,coho,249,113,113
6,2004,220,coho,208,110,110
6,2004,608,coho,211,304,304
6,2004,221,coho,213,110.5,110.5
6,2004,233,coho,215,116.5,116.5
6,2004,998,coho,218,499,499
6,2004,2221,coho,219,1110.5,1110.5
6,2004,901,coho,220,450.5,450.5
6,2004,1014,coho,223,507,507
6,2004,465,coho,228,232.5,232.5
6,2004,1154,coho,229,577,577
6,2004,821,coho,230,410.5,410.5
6,2004,267,coho,231,133.5,133.5
6,2004,1034,coho,232,517,517
6,2004,828,coho,233,414,414
6,2004,272,coho,235,136,136
6,2004,743,coho,236,371.5,371.5
6,2004,944,coho,237,472,472
6,2004,461,coho,238,230.5,230.5
6,2004,1140,coho,239,570,570
6,2004,1161,coho,240,580.5,580.5
6,2004,222,coho,242,111,111
6,2004,904,coho,243,452,452
6,2004,838,coho,244,419,419
6,2004,239,coho,245,119.5,119.5
6,2004,658,coho,246,329,329
6,2004,820,coho,247,410,410
6,2005,426,coho,205,213,213
6,2005,6,coho,207,3,3
6,2005,808,coho,207,404,404
6,2005,645,coho,208,322.5,322.5
6,2005,1082,coho,210,541,541
6,2005,1213,coho,212,606.5,606.5
6,2005,4025,coho,214,2012.5,2012.5
6,2005,440,coho,215,220,220
6,2005,3440,coho,216,1720,1720
6,2005,392,coho,219,196,196
6,2005,3582,coho,221,1791,1791
6,2005,1388,coho,222,694,694
6,2005,3694,coho,224,1847,1847
6,2005,1906,coho,226,953,953
6,2005,1868,coho,229,934,934
6,2005,453,coho,233,226.5,226.5
6,2005,2766,coho,235,1383,1383
6,2005,341,coho,236,170.5,170.5
6,2005,1834,coho,237,917,917
6,2005,1253,coho,238,626.5,626.5
6,2005,319,coho,240,159.5,159.5
6,2005,985,coho,242,492.5,492.5
6,2005,756,coho,244,378,378
6,2005,993,coho,245,496.5,496.5
6,2006,727,coho,202,363.5,363.5
6,2006,616,coho,205,308,308
6,2006,496,coho,207,248,248
6,2006,2707,coho,210,1353.5,1353.5
6,2006,2612,coho,212,1306,1306
6,2006,59,coho,214,29.5,29.5
6,2006,2884,coho,214,1442,1442
6,2006,3621,coho,215,1810.5,1810.5
6,2006,302,coho,216,151,151
6,2006,125,coho,216,62.5,62.5
6,2006,4017,coho,216,2008.5,2008.5
6,2006,2853,coho,218,1426.5,1426.5
6,2006,1774,coho,219,887,887
6,2006,5733,coho,220,2866.5,2866.5
6,2006,431,coho,220,215.5,215.5
6,2006,1611,coho,221,805.5,805.5
6,2006,5569,coho,222,2784.5,2784.5
6,2006,3072,coho,223,1536,1536
6,2006,1264,coho,225,632,632
6,2006,4876,coho,227,2438,2438
6,2006,536,coho,228,268,268
6,2006,1907,coho,232,953.5,953.5
6,2006,184,coho,235,92,92
6,2006,5956,coho,235,2978,2978
6,2006,1581,coho,239,790.5,790.5
6,2006,2422,coho,241,1211,1211
6,2006,307,coho,247,153.5,153.5
6,2006,1173,coho,248,586.5,586.5
6,2006,610,coho,251,305,305
6,2006,143,coho,253,71.5,71.5
6,2006,190,coho,257,95,95
6,2007,334,coho,199,167,167
6,2007,541,coho,203,270.5,270.5
6,2007,2017,coho,205,1008.5,1008.5
6,2007,2346,coho,206,1173,1173
6,2007,5024,coho,207,2512,2512
6,2007,4297,coho,208,2148.5,2148.5
6,2007,1827,coho,210,913.5,913.5
6,2007,9077,coho,211,4538.5,4538.5
6,2007,4233,coho,213,2116.5,2116.5
6,2007,1447,coho,217,723.5,723.5
6,2007,1867,coho,219,933.5,933.5
6,2007,3960,coho,220,1980,1980
6,2007,1223,coho,221,611.5,611.5
6,2007,3657,coho,222,1828.5,1828.5
6,2007,1696,coho,224,848,848
6,2007,4917,coho,225,2458.5,2458.5
6,2007,1735,coho,227,867.5,867.5
6,2007,2792,coho,228,1396,1396
6,2007,541,coho,231,270.5,270.5
6,2007,788,coho,233,394,394
6,2007,310,coho,234,155,155
6,2007,1282,coho,236,641,641
6,2007,722,coho,238,361,361
6,2007,217,coho,241,108.5,108.5
6,2007,1314,coho,242,657,657
6,2007,535,coho,243,267.5,267.5
6,2007,368,coho,245,184,184
6,2007,2,coho,245,1,1
6,2007,288,coho,247,144,144
6,2007,193,coho,248,96.5,96.5
6,2007,12,coho,250,6,6
6,2007,196,coho,250,98,98
6,2007,14,coho,250,7,7
6,2008,1,coho,190,0.5,0.5
6,2008,3,coho,191,1.5,1.5
6,2008,2,coho,191,1,1
6,2008,1,coho,192,0.5,0.5
6,2008,5,coho,193,2.5,2.5
6,2008,25,coho,193,12.5,12.5
6,2008,1,coho,193,0.5,0.5
6,2008,1,coho,194,0.5,0.5
6,2008,3,coho,195,1.5,1.5
6,2008,3,coho,196,1.5,1.5
6,2008,15,coho,196,7.5,7.5
6,2008,27,coho,197,13.5,13.5
6,2008,157,coho,199,78.5,78.5
6,2008,3,coho,200,1.5,1.5
6,2008,485,coho,200,242.5,242.5
6,2008,46,coho,202,23,23
6,2008,1436,coho,203,718,718
6,2008,1,coho,204,0.111111111,0.888888889
6,2008,1665,coho,204,185,1480
6,2008,394,coho,205,197,197
6,2008,1017,coho,207,508.5,508.5
6,2008,800,coho,209,400,400
6,2008,70,coho,211,35,35
6,2008,1897,coho,211,948.5,948.5
6,2008,841,coho,212,420.5,420.5
6,2008,425,coho,213,212.5,212.5
6,2008,1289,coho,213,644.5,644.5
6,2008,121,coho,214,15.125,105.875
6,2008,750,coho,214,93.75,656.25
6,2008,2504,coho,216,1252,1252
6,2008,5600,coho,217,2800,2800
6,2008,4289,coho,218,2144.5,2144.5
6,2008,505,coho,218,252.5,252.5
6,2008,349,coho,218,174.5,174.5
6,2008,153,coho,219,76.5,76.5
6,2008,1752,coho,219,876,876
6,2008,1578,coho,221,789,789
6,2008,2637,coho,223,1318.5,1318.5
6,2008,2323,coho,225,1161.5,1161.5
6,2008,1141,coho,226,570.5,570.5
6,2008,1747,coho,227,873.5,873.5
6,2008,2729,coho,228,1364.5,1364.5
6,2008,1097,coho,230,548.5,548.5
6,2008,1578,coho,231,789,789
6,2008,818,coho,233,409,409
6,2008,1070,coho,234,535,535
6,2008,779,coho,237,389.5,389.5
6,2008,1222,coho,239,611,611
6,2008,1142,coho,240,571,571
6,2008,561,coho,242,280.5,280.5
6,2008,784,coho,244,392,392
6,2008,1833,coho,245,611,1222
6,2008,1607,coho,246,803.5,803.5
6,2008,1443,coho,247,721.5,721.5
6,2008,899,coho,249,449.5,449.5
6,2008,12,coho,251,6,6
6,2008,574,coho,253,287,287
6,2008,592,coho,254,296,296
6,2008,45,coho,255,22.5,22.5
6,2009,2,coho,189,1,1
6,2009,3,coho,191,1.5,1.5
6,2009,5,coho,191,2.5,2.5
6,2009,21,coho,193,10.5,10.5
6,2009,1,coho,195,0.5,0.5
6,2009,2,coho,195,1,1
6,2009,47,coho,195,23.5,23.5
6,2009,29,coho,197,14.5,14.5
6,2009,2,coho,200,1,1
6,2009,273,coho,200,136.5,136.5
6,2009,2,coho,203,1,1
6,2009,534,coho,203,267,267
6,2009,2,coho,207,1,1
6,2009,1794,coho,207,897,897
6,2009,1,coho,210,0.5,0.5
6,2009,3372,coho,210,1686,1686
6,2009,2,coho,214,1,1
6,2009,113,coho,214,56.5,56.5
6,2009,21,coho,214,10.5,10.5
6,2009,6369,coho,214,3184.5,3184.5
6,2009,20,coho,217,10,10
6,2009,1421,coho,217,710.5,710.5
6,2009,2,coho,219,1,1
6,2009,5769,coho,219,2884.5,2884.5
6,2009,6820,coho,221,3410,3410
6,2009,7,coho,224,3.5,3.5
6,2009,4121,coho,224,2060.5,2060.5
6,2009,6,coho,228,3,3
6,2009,6183,coho,228,3091.5,3091.5
6,2009,4,coho,231,2,2
6,2009,5283,coho,231,2641.5,2641.5
6,2009,1,coho,235,0.5,0.5
6,2009,5978,coho,235,2989,2989
6,2009,1,coho,235,0.5,0.5
6,2009,2046,coho,238,1023,1023
6,2009,479,coho,242,239.5,239.5
6,2009,2,coho,245,1,1
6,2009,1708,coho,245,854,854
6,2009,151,coho,249,75.5,75.5
6,2009,307,coho,250,153.5,153.5
6,2009,49,coho,252,24.5,24.5
6,2009,55,coho,254,27.5,27.5
6,2010,1,coho,188,0.5,0.5
6,2010,4,coho,191,2,2
6,2010,5,coho,195,2.5,2.5
6,2010,1,coho,195,0.5,0.5
6,2010,1,coho,196,0.5,0.5
6,2010,4,coho,197,2,2
6,2010,21,coho,198,10.5,10.5
6,2010,35,coho,200,17.5,17.5
6,2010,151,coho,201,75.5,75.5
6,2010,2,coho,202,1,1
6,2010,121,coho,202,60.5,60.5
6,2010,4,coho,203,2,2
6,2010,265,coho,204,132.5,132.5
6,2010,294,coho,205,147,147
6,2010,255,coho,207,127.5,127.5
6,2010,563,coho,208,281.5,281.5
6,2010,599,coho,209,299.5,299.5
6,2010,350,coho,210,175,175
6,2010,777,coho,211,388.5,388.5
6,2010,887,coho,212,443.5,443.5
6,2010,1112,coho,214,556,556
6,2010,1083,coho,215,541.5,541.5
6,2010,901,coho,216,450.5,450.5
6,2010,1190,coho,217,595,595
6,2010,1845,coho,218,922.5,922.5
6,2010,1585,coho,219,792.5,792.5
6,2010,966,coho,220,483,483
6,2010,403,coho,221,201.5,201.5
6,2010,1822,coho,222,911,911
6,2010,2011,coho,223,1005.5,1005.5
6,2010,392,coho,224,196,196
6,2010,28,coho,224,14,14
6,2010,2464,coho,225,1232,1232
6,2010,4,coho,226,2,2
6,2010,856,coho,226,428,428
6,2010,5,coho,228,2.5,2.5
6,2010,193,coho,228,96.5,96.5
6,2010,1387,coho,229,693.5,693.5
6,2010,1243,coho,230,621.5,621.5
6,2010,1043,coho,231,521.5,521.5
6,2010,490,coho,232,245,245
6,2010,466,coho,233,233,233
6,2010,839,coho,234,419.5,419.5
6,2010,475,coho,235,237.5,237.5
6,2010,922,coho,236,461,461
6,2010,1,coho,237,0.5,0.5
6,2010,687,coho,237,343.5,343.5
6,2010,146,coho,238,73,73
6,2010,234,coho,239,117,117
6,2010,432,coho,240,216,216
6,2010,2,coho,242,1,1
6,2010,28,coho,242,14,14
6,2010,304,coho,242,152,152
6,2010,378,coho,243,189,189
6,2010,280,coho,244,140,140
6,2010,83,coho,245,41.5,41.5
6,2010,692,coho,246,346,346
6,2010,634,coho,247,317,317
6,2010,512,coho,248,256,256
6,2010,303,coho,249,151.5,151.5
6,2010,58,coho,250,29,29
6,2011,2,coho,191,1,1
6,2011,1,coho,193,0.5,0.5
6,2011,1,coho,195,0.5,0.5
6,2011,16,coho,195,8,8
6,2011,5,coho,196,2.5,2.5
6,2011,1,coho,197,0.5,0.5
6,2011,10,coho,197,5,5
6,2011,1,coho,198,0.5,0.5
6,2011,13,coho,198,6.5,6.5
6,2011,51,coho,199,25.5,25.5
6,2011,118,coho,200,59,59
6,2011,103,coho,201,51.5,51.5
6,2011,1,coho,201,0.5,0.5
6,2011,68,coho,202,34,34
6,2011,1,coho,202,0.5,0.5
6,2011,118,coho,203,59,59
6,2011,1,coho,205,0.5,0.5
6,2011,96,coho,205,48,48
6,2011,1,coho,206,0.5,0.5
6,2011,213,coho,206,106.5,106.5
6,2011,172,coho,207,86,86
6,2011,2,coho,208,1,1
6,2011,540,coho,208,270,270
6,2011,215,coho,210,107.5,107.5
6,2011,395,coho,212,197.5,197.5
6,2011,3,coho,214,1.5,1.5
6,2011,1336,coho,214,668,668
6,2011,170,coho,217,85,85
6,2011,1725,coho,219,862.5,862.5
6,2011,2667,coho,220,1333.5,1333.5
6,2011,1,coho,221,0.5,0.5
6,2011,3,coho,221,1.5,1.5
6,2011,1712,coho,221,856,856
6,2011,1303,coho,222,651.5,651.5
6,2011,819,coho,223,409.5,409.5
6,2011,295,coho,223,147.5,147.5
6,2011,814,coho,224,407,407
6,2011,191,coho,226,95.5,95.5
6,2011,1088,coho,229,544,544
6,2011,1,coho,230,0.5,0.5
6,2011,741,coho,230,370.5,370.5
6,2011,332,coho,233,166,166
6,2011,1705,coho,234,852.5,852.5
6,2011,6,coho,235,3,3
6,2011,1350,coho,235,675,675
6,2011,168,coho,236,84,84
6,2011,972,coho,237,486,486
6,2011,627,coho,238,313.5,313.5
6,2011,820,coho,240,410,410
6,2011,373,coho,242,186.5,186.5
6,2011,299,coho,243,149.5,149.5
6,2011,272,coho,245,136,136
6,2011,7,coho,247,3.5,3.5
6,2011,96,coho,248,48,48
6,2011,51,coho,249,25.5,25.5
6,2012,1,coho,196,0.5,0.5
6,2012,1,coho,196,0.5,0.5
6,2012,5,coho,197,2.5,2.5
6,2012,10,coho,198,5,5
6,2012,6,coho,200,3,3
6,2012,1,coho,201,0.5,0.5
6,2012,36,coho,201,18,18
6,2012,199,coho,202,99.5,99.5
6,2012,180,coho,203,90,90
6,2012,2,coho,204,1,1
6,2012,91,coho,204,45.5,45.5
6,2012,103,coho,205,51.5,51.5
6,2012,41,coho,206,20.5,20.5
6,2012,122,coho,207,61,61
6,2012,366,coho,208,183,183
6,2012,771,coho,209,385.5,385.5
6,2012,249,coho,211,124.5,124.5
6,2012,394,coho,213,197,197
6,2012,33,coho,214,16.5,16.5
6,2012,309,coho,214,154.5,154.5
6,2012,957,coho,216,478.5,478.5
6,2012,642,coho,217,321,321
6,2012,691,coho,219,345.5,345.5
6,2012,110,coho,221,55,55
6,2012,1272,coho,221,636,636
6,2012,565,coho,222,282.5,282.5
6,2012,712,coho,223,356,356
6,2012,370,coho,224,185,185
6,2012,200,coho,225,100,100
6,2012,2,coho,227,1,1
6,2012,1,coho,227,0.5,0.5
6,2012,863,coho,227,431.5,431.5
6,2012,357,coho,228,178.5,178.5
6,2012,871,coho,229,435.5,435.5
6,2012,2,coho,229,1,1
6,2012,2,coho,230,1,1
6,2012,694,coho,230,347,347
6,2012,130,coho,232,65,65
6,2012,1089,coho,233,544.5,544.5
6,2012,1,coho,235,0.5,0.5
6,2012,231,coho,235,115.5,115.5
6,2012,68,coho,237,34,34
6,2012,323,coho,239,161.5,161.5
6,2012,34,coho,241,17,17
6,2012,1025,coho,241,512.5,512.5
6,2012,571,coho,242,285.5,285.5
6,2012,17,coho,244,8.5,8.5
6,2012,12,coho,245,6,6
6,2012,90,coho,245,45,45
6,2012,49,coho,246,24.5,24.5
6,2012,212,coho,247,106,106
6,2012,146,coho,248,73,73
6,2012,54,coho,249,27,27
6,2012,94,coho,250,47,47
6,2012,294,coho,251,147,147
6,2013,2,coho,183,1,1
6,2013,1,coho,190,0.5,0.5
6,2013,7,coho,192,3.5,3.5
6,2013,16,coho,193,8,8
6,2013,8,coho,194,4,4
6,2013,2,coho,196,1,1
6,2013,1,coho,197,0.5,0.5
6,2013,39,coho,197,19.5,19.5
6,2013,126,coho,198,63,63
6,2013,1,coho,199,0.5,0.5
6,2013,109,coho,199,54.5,54.5
6,2013,37,coho,200,18.5,18.5
6,2013,1,coho,201,0.5,0.5
6,2013,286,coho,201,143,143
6,2013,220,coho,202,110,110
6,2013,107,coho,204,53.5,53.5
6,2013,2,coho,206,1,1
6,2013,33,coho,206,16.5,16.5
6,2013,446,coho,206,223,223
6,2013,529,coho,207,264.5,264.5
6,2013,218,coho,208,109,109
6,2013,3,coho,209,1.5,1.5
6,2013,1129,coho,209,564.5,564.5
6,2013,770,coho,210,385,385
6,2013,3,coho,211,1.5,1.5
6,2013,1140,coho,211,570,570
6,2013,289,coho,212,144.5,144.5
6,2013,397,coho,214,198.5,198.5
6,2013,1,coho,214,0.5,0.5
6,2013,230,coho,216,115,115
6,2013,565,coho,218,282.5,282.5
6,2013,118,coho,219,59,59
6,2013,789,coho,220,394.5,394.5
6,2013,1,coho,221,0.5,0.5
6,2013,1057,coho,221,528.5,528.5
6,2013,1,coho,221,0.5,0.5
6,2013,393,coho,223,196.5,196.5
6,2013,1,coho,224,0.5,0.5
6,2013,1,coho,224,0.5,0.5
6,2013,2361,coho,224,1180.5,1180.5
6,2013,960,coho,225,480,480
6,2013,243,coho,226,121.5,121.5
6,2013,825,coho,228,412.5,412.5
6,2013,477,coho,230,238.5,238.5
6,2013,2,coho,232,1,1
6,2013,4,coho,232,2,2
6,2013,1626,coho,232,813,813
6,2013,518,coho,233,259,259
6,2013,2,coho,234,1,1
6,2013,1072,coho,234,536,536
6,2013,1030,coho,237,515,515
6,2013,3,coho,238,1.5,1.5
6,2013,1928,coho,238,964,964
6,2013,1,coho,240,0.5,0.5
6,2013,449,coho,240,224.5,224.5
6,2013,1,coho,242,0.5,0.5
6,2013,3,coho,242,1.5,1.5
6,2013,350,coho,242,175,175
6,2013,1,coho,245,0.5,0.5
6,2013,133,coho,245,66.5,66.5
6,2013,269,coho,246,134.5,134.5
6,2013,14,coho,247,7,7
6,2013,114,coho,249,57,57
6,2014,3,coho,183,1.5,1.5
6,2014,1,coho,185,0.5,0.5
6,2014,1,coho,190,0.5,0.5
6,2014,3,coho,190,1.5,1.5
6,2014,1,coho,191,0.5,0.5
6,2014,5,coho,191,2.5,2.5
6,2014,2,coho,192,1,1
6,2014,25,coho,193,12.5,12.5
6,2014,20,coho,194,10,10
6,2014,19,coho,198,9.5,9.5
6,2014,106,coho,199,53,53
6,2014,31,coho,200,15.5,15.5
6,2014,204,coho,201,102,102
6,2014,316,coho,202,158,158
6,2014,1,coho,203,0.5,0.5
6,2014,441,coho,203,220.5,220.5
6,2014,2,coho,204,1,1
6,2014,1,coho,204,0.5,0.5
6,2014,306,coho,204,153,153
6,2014,1,coho,205,0.5,0.5
6,2014,307,coho,205,153.5,153.5
6,2014,7,coho,205,3.5,3.5
6,2014,101,coho,206,50.5,50.5
6,2014,298,coho,207,149,149
6,2014,2,coho,208,1,1
6,2014,524,coho,208,262,262
6,2014,2,coho,209,1,1
6,2014,1,coho,209,0.5,0.5
6,2014,723,coho,209,361.5,361.5
6,2014,2,coho,209,1,1
6,2014,328,coho,210,164,164
6,2014,2,coho,212,1,1
6,2014,2488,coho,212,1244,1244
6,2014,1647,coho,213,823.5,823.5
6,2014,1,coho,214,0.5,0.5
6,2014,56,coho,214,28,28
6,2014,2860,coho,214,1430,1430
6,2014,3,coho,215,1.5,1.5
6,2014,3448,coho,215,1724,1724
6,2014,65,coho,217,32.5,32.5
6,2014,778,coho,217,389,389
6,2014,2,coho,218,1,1
6,2014,1788,coho,218,894,894
6,2014,1525,coho,219,762.5,762.5
6,2014,2572,coho,222,1286,1286
6,2014,1,coho,222,0.5,0.5
6,2014,1074,coho,223,537,537
6,2014,10,coho,224,5,5
6,2014,2399,coho,224,1199.5,1199.5
6,2014,1,coho,226,0.5,0.5
6,2014,2679,coho,226,1339.5,1339.5
6,2014,586,coho,227,293,293
6,2014,1759,coho,229,879.5,879.5
6,2014,1629,coho,231,814.5,814.5
6,2014,45,coho,231,22.5,22.5
6,2014,568,coho,234,284,284
6,2014,1,coho,235,0.5,0.5
6,2014,1476,coho,235,738,738
6,2014,877,coho,238,438.5,438.5
6,2014,30,coho,238,15,15
6,2014,1707,coho,240,853.5,853.5
6,2014,302,coho,241,151,151
6,2014,1466,coho,242,733,733
6,2014,857,coho,243,428.5,428.5
6,2014,263,coho,245,131.5,131.5
6,2014,699,coho,246,349.5,349.5
6,2014,1,coho,247,0.5,0.5
6,2014,381,coho,247,190.5,190.5
6,2014,93,coho,248,46.5,46.5
6,2014,574,coho,249,287,287
6,2014,226,coho,250,113,113
6,2015,5,coho,190,2.5,2.5
6,2015,1,coho,192,0.5,0.5
6,2015,9,coho,193,4.5,4.5
6,2015,1,coho,193,0.5,0.5
6,2015,16,coho,194,8,8
6,2015,1,coho,194,0.5,0.5
6,2015,40,coho,195,20,20
6,2015,2,coho,195,1,1
6,2015,35,coho,196,17.5,17.5
6,2015,1,coho,196,0.5,0.5
6,2015,110,coho,197,55,55
6,2015,1,coho,197,0.5,0.5
6,2015,41,coho,198,20.5,20.5
6,2015,68,coho,200,34,34
6,2015,379,coho,201,189.5,189.5
6,2015,227,coho,202,113.5,113.5
6,2015,3,coho,202,1.5,1.5
6,2015,401,coho,203,200.5,200.5
6,2015,688,coho,204,344,344
6,2015,704,coho,205,352,352
6,2015,1161,coho,207,580.5,580.5
6,2015,1,coho,209,0.5,0.5
6,2015,2766,coho,209,1383,1383
6,2015,2746,coho,210,1373,1373
6,2015,1,coho,211,0.5,0.5
6,2015,4207,coho,211,2103.5,2103.5
6,2015,9,coho,212,4.5,4.5
6,2015,1,coho,212,0.5,0.5
6,2015,2873,coho,212,1436.5,1436.5
6,2015,1027,coho,214,513.5,513.5
6,2015,1,coho,216,0.5,0.5
6,2015,1847,coho,216,923.5,923.5
6,2015,2286,coho,217,1143,1143
6,2015,9685,coho,219,4842.5,4842.5
6,2015,861,coho,221,430.5,430.5
6,2015,4732,coho,223,2366,2366
6,2015,1049,coho,224,524.5,524.5
6,2015,5266,coho,226,2633,2633
6,2015,5090,coho,227,2545,2545
6,2015,2362,coho,228,1181,1181
6,2015,6157,coho,229,3078.5,3078.5
6,2015,1,coho,229,0.5,0.5
6,2015,3,coho,231,1.5,1.5
6,2015,2597,coho,231,1298.5,1298.5
6,2015,2885,coho,233,1442.5,1442.5
6,2015,1286,coho,235,643,643
6,2015,971,coho,236,485.5,485.5
6,2015,152,coho,237,76,76
6,2015,553,coho,239,276.5,276.5
6,2015,32,coho,242,16,16
6,2015,1098,coho,244,549,549
6,2015,59,coho,245,29.5,29.5
6,2015,762,coho,246,381,381
6,2015,886,coho,247,443,443
6,2015,1081,coho,248,540.5,540.5
6,2015,649,coho,249,324.5,324.5
6,2016,2,coho,189,1,1
6,2016,7,coho,194,3.5,3.5
6,2016,1,coho,194,0.5,0.5
6,2016,2,coho,195,1,1
6,2016,6,coho,196,3,3
6,2016,2,coho,197,1,1
6,2016,1,coho,198,0.5,0.5
6,2016,14,coho,202,7,7
6,2016,28,coho,204,14,14
6,2016,174,coho,205,87,87
6,2016,1,coho,205,0.5,0.5
6,2016,221,coho,206,110.5,110.5
6,2016,1,coho,206,0.5,0.5
6,2016,540,coho,209,270,270
6,2016,1,coho,209,0.5,0.5
6,2016,254,coho,210,127,127
6,2016,1156,coho,211,578,578
6,2016,2,coho,211,1,1
6,2016,20,coho,214,10,10
6,2016,6003,coho,214,3001.5,3001.5
6,2016,1,coho,214,0.5,0.5
6,2016,4269,coho,218,2134.5,2134.5
6,2016,9108,coho,221,4554,4554
6,2016,2,coho,221,1,1
6,2016,6071,coho,228,3035.5,3035.5
6,2016,7896,coho,233,3948,3948
6,2016,5931,coho,236,2965.5,2965.5
6,2016,28,coho,236,14,14
6,2016,4834,coho,239,2417,2417
6,2016,1,coho,239,0.5,0.5
6,2016,1822,coho,242,911,911
6,2016,10,coho,242,5,5
